id,comName,sciName,howMany,locName,locId,lat,lng,obsDt,
URN:CornellLabOfOrnithology:EBIRD:OBS2068319777,Eurasian Linnet,Linaria cannabina,1,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,18/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2100141959,Eurasian Linnet,Linaria cannabina,3,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,28/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2031062490,Eurasian Magpie,Pica pica,4,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,06/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2100141957,Eurasian Magpie,Pica pica,1,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,28/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2100141944,European Serin,Serinus serinus,4,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,28/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2027972892,Eurasian Thick-knee,Burhinus oedicnemus,3,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,04/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2031062487,Glossy Ibis,Plegadis falcinellus,1,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,06/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2100141958,Glossy Ibis,Plegadis falcinellus,2,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,28/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2068319780,Greater Flamingo,Phoenicopterus roseus,500,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,18/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2091938282,Greater Flamingo,Phoenicopterus roseus,500,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,25/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2100141953,Greater Flamingo,Phoenicopterus roseus,40,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,28/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2031062497,Iberian Green Woodpecker,Picus sharpei,1,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,06/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2100141960,Great Reed Warbler,Acrocephalus arundinaceus,2,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,28/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2027972904,Gull-billed Tern,Gelochelidon nilotica,3,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,04/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2031062495,Gull-billed Tern,Gelochelidon nilotica,1,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,06/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2068319781,Gull-billed Tern,Gelochelidon nilotica,2,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,18/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2091938283,Gull-billed Tern,Gelochelidon nilotica,7,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,25/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2100141954,Eurasian Hoopoe,Upupa epops,2,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,28/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2100141946,House Sparrow,Passer domesticus,2,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,28/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2091938279,Mediterranean Gull,Ichthyaetus melanocephalus,15,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,25/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2031062498,Montagu's Harrier,Circus pygargus,4,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,06/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2068319776,Montagu's Harrier,Circus pygargus,3,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,18/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2027972889,Montagu's Harrier,Circus pygargus,5,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,04/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2031062500,Red-legged Partridge,Alectoris rufa,1,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,06/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2091938281,Rock Pigeon,Columba livia,2,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,25/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2031062488,Sardinian Warbler,Curruca melanocephala,1,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,06/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2031062491,European Stonechat,Saxicola rubicola,1,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,06/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2027972910,Western Marsh Harrier,Circus aeruginosus,2,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,04/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2068319773,Western Marsh Harrier,Circus aeruginosus,1,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,18/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2031062493,Western Marsh Harrier,Circus aeruginosus,2,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,06/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2100141945,Western Marsh Harrier,Circus aeruginosus,1,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,28/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2100141947,Yellow-legged Gull,Larus michahellis,2,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,28/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2091938285,Yellow-legged Gull,Larus michahellis,4,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,25/04/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2068319775,Zitting Cisticola,Cisticola juncidis,1,Pink Lake Viewpoint,L18511688,380.193.592,-0.7402039,18/04/2024
